id,nama_obat,text
44,Sanaflu + Batuk,"
Nama Obat: Sanaflu + Batuk

Kategori Penyakit:
batuk dan flu

Indikasi:
Meredakan gejala-gejala flu, demam, sakit kepala, hidung tersumbat

Dosis:
3 kali sehari 1 kaplet | 3 kali sehari 12 kaplet

Efek Samping:
Gangguan GI | gangguan psikomotor | takikardi | aritmia | palpitasi | retensi urin | mengantuk | Kerusakan hati dosis besar terapi jangka lama

Kontraindikasi:
Pasien yang memiliki riwayat hipersensitif terhadap salah satu komponen obat ini | Pasien yang memiliki kepekaan terhadap obat simpatomimetik lain seperti efedrin, pseudoefedrin, fenilefrin juga dikontraindikasikan menggunakan obat ini | Pasien penderita hipertensi parah, penyakit jantung, diabetes mellitus, dan gangguan fungsi hati yang parah tidak boleh menggunakan obat ini | Kontraindikasi juga bagi pasien yang sedang menggunakan obat-obat golongan monoamine oksidase MAO inhibitors, karena bisa meningkatkan tekanan darah

Interaksi Obat:
Obat antidepresan golongan MAOI akan menyebabkan krisis hipertensi bila diberikan secara bersamaan dengan Sanaflu

Komposisi:
Paracetamol | Dextromethorphan Hydrobromide | Phenylpropanolamine Hydrochloride

Harga:
14500

Aturan Pemakaian:
Berikan bersama makanan

Jangka Waktu Penggunaan:
Dalam jangka panjang penggunaan paracetamol dapat merusak organ hati dan meningkatkan tekanan darah
"
45,Decolsin Cair,"
Nama Obat: Decolsin Cair

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meredakan batuk yang menyertai gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
5 mL 1 sendok takar | 10 mL 2 sendok takar Anak 2-6 tahun Atas petunjuk Dokter

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini | Penderita dengan gangguan fungsi hati yang berat | Penderita dengan gangguan jantung dan diabetes melitus

Interaksi Obat:
Penggunaan bersamaan antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCI | Chlorphenamine Maleate | Dextromethorphan HBr | Guaifenesin

Harga:
19500

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:
Produk ini biasanya tidak boleh digunakan untuk batuk berkelanjutan akibat merokok atau masalah pernapasan jangka panjang seperti bronkitis
"
46,Intunal Cair,"
Nama Obat: Intunal Cair

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
3 x sehari 4 sendok takar 20 ml | 3 x sehari 2 sendok takar 10 ml atau menurut petunjuk dokter

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini | Penderita dengan gangguan fungsi hati yang berat | Penderita dengan gangguan jantung dan diabetes melitus

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylpropanolamine HCL | Dexchlorpheniramine maleate | Dextromethorphan HBr | Guaifenesin

Harga:
27000

Aturan Pemakaian:
Sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
47,Nellco Special,"
Nama Obat: Nellco Special

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
3 kali sehari 3 sendok takar | 3 kali sehari 1.5 sendok takar

Efek Samping:
kantuk | mual | muntah | sakit kepala | hipertensi

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini | Penderita dengan gangguan fungsi hati yang berat | Penderita dengan gangguan jantung dan diabetes melitus

Interaksi Obat:
Kombinasi dengan MAO inhibitor dan menyebabkan peningkatan tekanan darah drastis, memperpanjang masa kerja, dan meningkatkan efek antihistamin | Kolestiramin dapat menurunkan penyerapan paracetamol | Kombinasi metoclopramide dan domperidone dapat meningkatkan toksisitas dari paracetamol | Penggunaan bersama warfarin dapat meningkatkan kadar warfarin | Penggunaan bersama dengan alkohol, antidepresan, dan barbiturate akan memperkuat efek sedatif menimbulkan efek kantuk yang kuat | Glycyrrhizae yang dikombinasikan dengan digoksin dapat meningkatkan toksisitas dari digoksin | Kombinasi dengan furosemide dapat menurunkan kadar kalium

Komposisi:
Succus Liquiritiae | Phenylephrine HCI | Paracetamol | Ammonium Chloride | Chlorphenamine Maleate

Harga:
21500 | 34000

Aturan Pemakaian:
Dikonsumsi sesudah makan. Kocok dahulu sebelum dipakai

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
48,OBH Combi Batuk Flu Menthol,"
Nama Obat: OBH Combi Batuk Flu Menthol

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meredakan batuk yang disertai gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
3 kali sehari 1 sendok takar 5 ml | 3 kali sehari 3 sendok takar 15 ml

Efek Samping:
Mengarituk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardia | aritmia | mulut kering | palpitasi | netensi urine | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini | Penderita dengan gangguan fungsi hati yang berat | Penderita dengan gangguan jantung dan diabetes melitus

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Succus Liquiritiae | Paracetamol | Ammonium Chloride | Pseudoephedrine HCI | Chlorphenamine Maleate

Harga:
16000 | 21500

Aturan Pemakaian:
Berikan sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
49,Sanaflu + Batuk,"
Nama Obat: Sanaflu + Batuk

Kategori Penyakit:
batuk dan flu

Indikasi:
Meredakan gejala-gejala flu, demam, sakit kepala, hidung tersumbat

Dosis:
3 kali sehari 1 kaplet | 3 kali sehari 12 kaplet

Efek Samping:
Gangguan GI | gangguan psikomotor | takikardi | aritmia | palpitasi | retensi urin | mengantuk | Kerusakan hati dosis besar terapi jangka lama

Kontraindikasi:
Pasien yang memiliki riwayat hipersensitif terhadap salah satu komponen obat ini | Pasien yang memiliki kepekaan terhadap obat simpatomimetik lain seperti efedrin, pseudoefedrin, fenilefrin juga dikontraindikasikan menggunakan obat ini | Pasien penderita hipertensi parah, penyakit jantung, diabetes mellitus, dan gangguan fungsi hati yang parah tidak boleh menggunakan obat ini | Kontraindikasi juga bagi pasien yang sedang menggunakan obat-obat golongan monoamine oksidase MAO inhibitors, karena bisa meningkatkan tekanan darah

Interaksi Obat:
Obat antidepresan golongan MAOI akan menyebabkan krisis hipertensi bila diberikan secara bersamaan dengan Sanaflu

Komposisi:
Paracetamol | Dextromethorphan Hydrobromide | Phenylpropanolamine Hydrochloride

Harga:
14500

Aturan Pemakaian:
Berikan bersama makanan

Jangka Waktu Penggunaan:
Dalam jangka panjang penggunaan paracetamol dapat merusak organ hati dan meningkatkan tekanan darah
"
50,Actifed Plus Cough Suppressant merah,"
Nama Obat: Actifed Plus Cough Suppressant merah

Kategori Penyakit:
batuk dan pilek

Indikasi:
Meringankan pilek dan batuk gatal kering

Dosis:
1 sendok takar 5 ml, 3 kali sehari | 12 sendok takar 2,5 ml, 3 kali sehari

Efek Samping:
Mengantuk | sedasi | gugup | insomnia. ins pusing | mulut | hidung | atau tenggorokan kering | gelisah | gangguan pencernaan mual | muntah | ganggunan perhatian dan koordinasi | halusinasi terutama pada anak-anak | gangguan psikomotor | takikardi | aritmia | palpitasi | sulit berkemih | alergi kemerahan pada kulit | kadang-kadang disertai dengan kesulitan bernafas | pembengkakan pada wajah atau tenggorokan. Serotonin syndrome sangat jarang terjadi merasa kebingungan | keletihan | berkeringat | gemetar | menggigil | kontraksi otot tiba-tiba atau peningkatan tekanan darah

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal ephedrine, phenylpropanolamine, phenylephrine, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan. Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala-gejala tidak berkurang, segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar, dan pusing | Penderita dengan gangguan jantung dan diabetes melitus | Jangan digunakan jika Alergi terhadap Triprolidine HCL, Pseudoephedrine HCL, Dextromethorphan Hilir, dan komponen lemnya dalam obat ini | Pasien memiliki gangguan ginjal yang parah | Pasien dengan gangguan ginjal ringan dan sedang harus dengan petunjuk dokter | Pasien menggunakan obat-obatan lain untuk meredakan batuk, pilek dan flu, hidung tersumbat | Pasien menggunakan obat-obat lain seperti antidepresan tsiklik, obat stimulan seperti amphetamine kadang digunakan untuk pengobatan penderita gangguan perhatian atau obat penekan nafsu makan | Pasien sedang mengonsumsi antibiotika seperti furazolidone atau linezolid | Pasien mengalami infeksi pada saluran napas, asma, atau masalah pernapasan lainnya

Interaksi Obat:
Penggunaan yang bersamaan antara Actifed PLUS Cough Suppressant dengan obat-obat simpatomimetik seperti dekongestan, antidepresan trisiklik, penekan nafsu makan, dan psikostimulan sejenis amphetamine, atau dengan penghambat monoamin oksidase yang mengganggu katabolisme dari simpatomimetik amin, kadang-kadang dapat menyebabkan peningkatan tekanan darah lihat Kontraindikasi | Peringatan dan Perhatian. Karena Actifed PLUS Cough Suppressant mengandung Pseudoephedrine HCI, Actifed PLUS Cough Suppressant dapat memperlemah sebagian daya kerja hipotensif dari obat yang mengganggu aktivitas simpatetik termasuk bretylium, bethanidine bretytium, quanethidine, debrisoquine, methyldopa, dan obat-obat penghambat adrenergik beta dan alpha | Lihat Peringatan dan Perhatian. Antibakteri furazolidone diketahui dapat menyebabkan penghambatan monoamin oksidase yang tergantung dari dosisnya. Meskipun tidak ada laporan mengenai terjadinya krisis hipertensi, sebaiknya furazilidone tidak diberikan bersamaan dengan Actifed PLUS Cough Suppressant | Meskipun tidak ada data yang objektif, penggunaan Actifed PLUS Cough Suppressant bersamaan dengan alkohol atau obat sedatif lainnya yang bekerja pada susunan saraf pusat harur dihindari

Komposisi:
Triprolidine HCI | Pseudoephedrine HCI | Dextromethorphan HBr | Ethanol

Harga:
66000

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:

"
51,Actifed Plus Expectorant Hijau,"
Nama Obat: Actifed Plus Expectorant Hijau

Kategori Penyakit:
batuk dan pilek

Indikasi:
Meringankan pilek batuk berdahak

Dosis:
1 sendok takar 5 ml, 3 kali sehari | 12 sendok takar 2,5 ml, 3 kali sehari

Efek Samping:
Mengantuk | sedasi | gugup | pusing | mulut | hidung atau tenggorokan kering | gelisah | gangguan pencernaan mual | muntah | gangguan perhatian dan koordinasi | halusinasi terutama pada anak-anak | sakit kepala | insomnia | eksitasi | tremor | takikardi | aritmia | palpitasi | sulit berkemih | alergi kemerahan pada kulit | kadang-kadang disertai dengan kesulitan bernafas | pembengkakan wajah atau tenggorokan

Kontraindikasi:
Jangan digunakan jika Alergi terhadap Triprolidine HCL, Pseudoephedrine HCL, Dextromethorphan Hilir, dan komponen lemnya dalam obat ini | Pasien memiliki gangguan ginjal yang parah | Pasien dengan gangguan ginjal ringan dan sedang harus dengan petunjuk dokter | Pasien menggunakan obat-obatan lain untuk meredakan batuk, pilek dan flu, hidung tersumbat | Pasien menggunakan obat-obat lain seperti antidepresan tsiklik, obat stimulan seperti amphetamine kadang digunakan untuk pengobatan penderita gangguan perhatian atau obat penekan nafsu makan | Pasien sedang mengonsumsi antibiotika seperti furazolidone atau linezolid

Interaksi Obat:
Penggunaan yang bersamaan antara Actifed PLUS Cough Suppressant dengan obat-obat simpatomimetik seperti dekongestan, antidepresan trisiklik, penekan nafsu makan, dan psikostimulan sejenis amphetamine, atau dengan penghambat monoamin oksidase yang mengganggu katabolisme dari simpatomimetik amin, kadang-kadang dapat menyebabkan peningkatan tekanan darah lihat Kontraindikasi | Peringatan dan Perhatian. Karena Actifed PLUS Cough Suppressant mengandung Pseudoephedrine HCI, Actifed PLUS Cough Suppressant dapat memperlemah sebagian daya kerja hipotensif dari obat yang mengganggu aktivitas simpatetik termasuk bretylium, bethanidine bretytium, quanethidine, debrisoquine, methyldopa, dan obat-obat penghambat adrenergik beta dan alpha | Lihat Peringatan dan Perhatian. Antibakteri furazolidone diketahui dapat menyebabkan penghambatan monoamin oksidase yang tergantung dari dosisnya. Meskipun tidak ada laporan mengenai terjadinya krisis hipertensi, sebaiknya furazilidone tidak diberikan bersamaan dengan Actifed PLUS Cough Suppressant | Meskipun tidak ada data yang objektif, penggunaan Actifed PLUS Cough Suppressant bersamaan dengan alkohol atau obat sedatif lainnya yang bekerja pada susunan saraf pusat harur dihindari

Komposisi:


Harga:
66000

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:

"
52,Siladex Cough Cold,"
Nama Obat: Siladex Cough Cold

Kategori Penyakit:
batuk dan pilek

Indikasi:
Untuk meringankan batuk pilek

Dosis:
3 kali sehari 2 sendok takar 10 ml | 3 kali sehari 1 sendok takar 5 ml Anak-anak 4-6 tahun 3 kali sehari 12 sendok takar 2.5 ml

Efek Samping:
Gangguan gastrointestinal | mengantuk | pusing | penglihatan kabur | mulut kering | dada terasa sesak

Kontraindikasi:
Anak-anak kurang dari 6 tahun | Konsumsi alkohol | anak di bawah usia 4 tahun | hipersensitivitas | inhibitor monoamine oxidase | olahraga berat dalam cuaca panas

Interaksi Obat:
Tidak boleh diberikan secara bersamaan dengan obat antidepresan golongan MAOI

Komposisi:
Dextromethorphan HBr | Pseudoephedrine HCI | Doxylamine Succinate

Harga:
9500 | 16500 | 21000

Aturan Pemakaian:
Sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
53,Silex,"
Nama Obat: Silex

Kategori Penyakit:
batuk dan pilek

Indikasi:
SILEXdapat membantu meredakan batuk berdahak, membantu melegakan tenggorokan dan pilek

Dosis:
1 sendok makan 15 ml, 3-4 kali sehari | 1 sendok takar 5 ml, 3-4 kali sehari

Efek Samping:
Jika dikonsumsi sesuai aturan_pakai dan dosis yang dianjurkan, Silex Sirup 100 Ml umumnya aman | Namun, pada beberapa orang, kandungan thyme di dalam Silex Sirup 100 Ml dapat menimbulkan efek_samping berupa gangguan sakit perut, sakit kepala, atau pusing

Kontraindikasi:
Tidak boleh digunakan pada pasien yang telah diketahui memiliki alergi terhadap kandungan obat Silex Sirup

Interaksi Obat:
Silex Sirup 100 Ml mengandung sejumlah bahan herbal. Belum diketahui interaksi pasti jika obat ini digunakan Bersama suplemen, obat, atau produk herbal lain | Namun, thyme yang terkandung di dalamnya bisa meningkatkan risiko terjadinya perdarahan jika digunakan bersama obat pengencer darah, Selalu konsultasikan dengan dokter jika Anda berencana mengonsumsi Silex Sirup 100 Ml bersama obat lain

Komposisi:
Thymus vulgaris L. herba extract | Primula veris L. radix extract | Althaeae officinalis L. folium extract | Drosera ramentaceae herba extract | Thymus serpyllum L.s.I. herba extract | Ol. Eucalypti | Ol. Anisi | Menthol | Ol. Menthae | Sodium saccharin

Harga:
85000

Aturan Pemakaian:
Kocok dahulu sebelum diminum. Dikonsumsi sesudah makan

Jangka Waktu Penggunaan:
Dalam kasus yang jarang terjadi, sejumlah efek_samping ringan tersebut bisa menjadi parah jika dikonsumsi dalam jangka panjang tanpa resep dokter
"
54,Demacolin Cair,"
Nama Obat: Demacolin Cair

Kategori Penyakit:
flu

Indikasi:
Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
1 sendok takar 5 ml, 3 kali sehari | 2 sendok takar 5 ml, 3 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia ventrikuler | mulut kering | palpitasi | sulit berkemih | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita yang hipersensitif terhadap komponen obat ini | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCl | Chlorpheniramine maleate

Harga:
18500

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:
Penggunaan jangka panjang menyebabkan kerusakan hati
"
55,Vicks Formula 44 Anak-anak,"
Nama Obat: Vicks Formula 44 Anak-anak

Kategori Penyakit:
batuk

Indikasi:
Untuk meringankan batuk

Dosis:
1 sendok takar 5 mL | 2 sendok takar 10 mL | 4 sendok takar 20 mL

Efek Samping:
Pada dosis besar dapat terjadi depresi saluran pernafasan | Jarang menimbulkan rasa mengantuk, mual atau pusing

Kontraindikasi:
Penderita hipersensitif, penyakit hati atau kegagalan pernafasan

Interaksi Obat:
Dapat terjadi rangsangan susunan saraf pusat dan depresi pernafasan yang berat pada pemberian bersamaan dengan penghambat MAO

Komposisi:
Dextromethorphan Hydrobromide | Guaifenesin (Glyceryl Guaiacolate)

Harga:
23000

Aturan Pemakaian:
sesudah makan

Jangka Waktu Penggunaan:
hindari penggunaan jangka panjang
"
56,OB Herbal Anak-anak,"
Nama Obat: OB Herbal Anak-anak

Kategori Penyakit:
batuk

Indikasi:
Membantu meredakan batuk berdahak dan melegakan tenggorokan

Dosis:
3 x 2 sendok takar 10 ml

Efek Samping:
OB Herbal Junior Sirup umumnya jarang menimbulkan efek_samping jika digunakan sesuai dengan aturan pemakaianya

Kontraindikasi:
Pada pasien hipertensi | hepatitis kronik | gangguan ginjal berat | diabetes

Interaksi Obat:
Peningkatan risiko terjadinya memar atau perdarahan jika digunakan dengan nifedipine, serta antikoagulan atau antiplatelet, seperti phenprocoumon atau warfarin | Peningkatan risiko terjadinya efek_samping dari losartan, cyclosporine, dan metronidazole | Peningkatan risiko penurunan tekanan darah secara berlebihan jika digunakan dengan antagonis kalsium, antihipertensi, atau diuretik | Peningkatan risiko penurunan kadar gula darah secara berlebihan jika digunakan dengan obat diabetes

Komposisi:
Zingiberis officinalle Rhizoma | Menthae arvensidis Folium | Phyllanthus niruri Herba | Kaempferiae galanga Rhizoma | Citrus aurantifolii Fructus | Thymus vulgaris Herba | Myristicae fragransis Semen | Glycyrrhizae glabra Radix | Madu (Mel Depuratum) | Succus Licorice Liquid | Oleum Menthae Piperitae

Harga:
16500

Aturan Pemakaian:
Diberikan sesudah makan. Kocok dahulu sebelum diminum

Jangka Waktu Penggunaan:
Tidak untuk digunakan lebih dari 6 minggu
"
57,Laserin Madu,"
Nama Obat: Laserin Madu

Kategori Penyakit:
batuk

Indikasi:
Membantu meredakan batuk dan melegakan tenggorokan

Dosis:
 3 x sehari 1-2 sendok teh 5-10 ml

Efek Samping:


Kontraindikasi:
Pada pasien yang memiliki riwayat hipersensitifitas terhadap kandungan komposisi pada produk ini

Interaksi Obat:


Komposisi:
Cinnamomum burmanii cortex | Piper betle folium | Syzygium aromaticum llos | Zingiber officinale rhizome | PEuphorbia hirta herba | Amomi compacti fructus | Abrus precatorius folium | Hibiscus tilliaceus folium | Mentha arvensis folium | Glycyrrhiza glabra radix ekstrak | Mel Depuratum | Gula | Sodium Benzoat Anise Oil | Ess. Sarsaparilla

Harga:
7000 | 25000 | 16500 | 23500

Aturan Pemakaian:
berikan sesudah makan

Jangka Waktu Penggunaan:
hindari penggunaan jangka panjang
"
58,Bisolvon Kids,"
Nama Obat: Bisolvon Kids

Kategori Penyakit:
batuk

Indikasi:
BISOLVON bekerja sebagai mukolitik untuk meredakan batuk berdahak

Dosis:
3 x 10 ml per hari | 3 x 5 ml per hari | 2 x 5 ml per hari

Efek Samping:
Reaksi sensitif kekebalan tubuh | Gangguan sistem pencernaan | Gangguan kulit seperti ruam | Gangguan pernapasan

Kontraindikasi:
BISOLVON tidak boleh digunakan oleh penderita yang hipersensitif terhadap bromheksin HCl atau komponen lain dalam formula. Pada kasus tertentu yang sifatnya jarang yaitu kondisi dimana terdapat ketidakcocokan dengan zat tambahan yang terkandung dalam produk obat tersebut penggunaan produk dikontraindikasikan

Interaksi Obat:
Tidak ada laporan interaksi klinis yang tidak menyenangkan dengan obat ini

Komposisi:
amine hydrochloride

Harga:
53500

Aturan Pemakaian:
berikan sesudah makan

Jangka Waktu Penggunaan:
Jangan menggunakan obat lebih dari 14 hari tanpa anjuran dari dokter
"
59,Bisolvon Solution,"
Nama Obat: Bisolvon Solution

Kategori Penyakit:
batuk

Indikasi:
BISOLVON bekerja sebagai mukolitik untuk meredakan batuk berdahak

Dosis:
3 x 2 ml per hari | 2 x 2 ml per hari

Efek Samping:
Reaksi sensitif kekebalan tubuh | Gangguan sistem pencernaan | Gangguan kulit seperti ruam | Gangguan pernapasan

Kontraindikasi:
BISOLVON tidak boleh digunakan oleh penderita yang hipersensitif terhadap bromheksin HCl atau komponen lain dalam formula. Pada kasus tertentu yang sifatnya jarang yaitu kondisi dimana terdapat ketidakcocokan dengan zat tambahan yang terkandung dalam produk obat tersebut penggunaan produk dikontraindikasikan

Interaksi Obat:
Tidak ada laporan interaksi klinis yang tidak menyenangkan dengan obat ini

Komposisi:
amine hydrochloride

Harga:
102000

Aturan Pemakaian:
berikan sesudah makan

Jangka Waktu Penggunaan:
Jangan menggunakan obat lebih dari 14 hari tanpa anjuran dari dokter
"
60,Termorex Plus,"
Nama Obat: Termorex Plus

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
1 sendok takar 3 x sehari | 2 sendok takar 3 x sehari

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia ventrikuler | mulut kering | palpitasi | sulit berkemih | Penggunaan dosis besar dan jangka panjang dapat menyebabkan kerusakan hati

Kontraindikasi:
Penderita yang hipersensitif terhadap komponen obat ini | Penderita dengan gangguan fungsi hati yang berat

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCI | Guaifenesin | Chlorphenamine Maleate

Harga:
10500 | 16500

Aturan Pemakaian:
sebelum atau sesudah makan

Jangka Waktu Penggunaan:
potensi terjadinya kerusakan hati sangat tinggi terutama pada pemakaian jangka panjang
"
