id,nama_obat,text
99,Flucadex Tablet,"
Nama Obat: Flucadex Tablet

Kategori Penyakit:
batuk dan flu

Indikasi:
Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
1 kaplet 3 kali sehari | kaplet 3 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardi | aritmia ventrikel | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebab kan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Guaifenesin | Phenylpropanolamine HCI | Dextromethorphan HBr | Chlorphenamine maleate

Harga:
6500 | 56500

Aturan Pemakaian:
Berikan bersama makanan

Jangka Waktu Penggunaan:
penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
100,Intunal-F Tablet,"
Nama Obat: Intunal-F Tablet

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala fiu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk

Dosis:
1 tablet 3 kali sehari | 1/2 tablet 3 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylpropanolamine HCI | Dexchlorpheniramine maleate | Dextromethorphan HBr | Guaifenesin

Harga:
4500 | 103500 | 10500 | 102000

Aturan Pemakaian:
Sesudah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
101,Stop Cold,"
Nama Obat: Stop Cold

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
1 tablet, 3 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia ventrikuler | mulut kering | palpitasi | sulit berkemih | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Pseudoephedrine HCI | Chlorphenamine Maleate

Harga:
3500 | 50000

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
102,Tera - F,"
Nama Obat: Tera - F

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
1 kaplet, 3-4 kali sehari | 1 1/2 kaplet, 3-4 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | palpitasi | retensi urine | mulut kering | Penggunaan dosis besar dan jangka lama menyebabkan kerusakan fungsi hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Guaifenesin | Phenylpropanolamine HCI | Chlorphenamine Maleate

Harga:
5000 | 46500

Aturan Pemakaian:
Sesudah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
103,Paratusin Tablet,"
Nama Obat: Paratusin Tablet

Kategori Penyakit:
batuk dan flu

Indikasi:
Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk

Dosis:
1 tablet, 3 x sehari | 1 1/2 tablet, 3 x sehari

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardi | aritmia | mulut kering | palpitasi | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Periggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Guaifenesin | Noscapine | Phenylpropanolamine HCl | Chlorphenamine maleate

Harga:
16500 | 320500

Aturan Pemakaian:
Obat diminum sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati
"
104,Komix OBH,"
Nama Obat: Komix OBH

Kategori Penyakit:
batuk dan pilek

Indikasi:
Untuk meringankan batuk berdahak dan pilek

Dosis:
3 kali 2 sachet sehari | 3 kali 1 sachet sehari

Efek Samping:
Mengantuk | gangguan pencernaan | sakit kepala | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia | mulut kering | palpitasi | retensi urine

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita hipersensitif terhadap komponen obat ini | Penderita gangguan jantung dan diabetes mellitus

Interaksi Obat:
Penggunaan bersama dengan antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Succus Liquiritae | Guaifenesin | Phenylephrine | Chlorphenamine Maleate

Harga:
2000 | 49500

Aturan Pemakaian:
Diberikan sesudah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
105,Komix OBH Kids,"
Nama Obat: Komix OBH Kids

Kategori Penyakit:
batuk dan pilek

Indikasi:
Untuk meringankan batuk berdahak dan pilek

Dosis:
3x sehari 1 sachet

Efek Samping:
Mengantuk | gangguan pencernaan | sakit kepala | insomnia | gelisah | eksitasi | tremor | takikardi | aritmia | mulut kering | palpitasi | retensi urine

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita hipersensitif terhadap komponen obat ini | Penderita gangguan jantung dan diabetes mellitus

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Succus Liquiritae | Guaifenesin | Phenylephrine | Chlorphenamine Maleate

Harga:
1500 | 12000

Aturan Pemakaian:
Setelah makan

Jangka Waktu Penggunaan:
tidak untuk digunakan dalam jangka panjang
"
106,Molexflu,"
Nama Obat: Molexflu

Kategori Penyakit:
flu

Indikasi:
Untuk meringankan gejala flu seperti demam,. sakit kepala, hidung tersumbat, dan bersin-bersin

Dosis:
1 kaplet 3 kali sehari | 12 kaplet 3 kali sehari

Efek Samping:
Obat ini dapat menyebabkan kantuk gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urine | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan fungsi hati

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama anti depresan tipe penghambat MAD dapat mengakibatkan krisis hipertensi

Komposisi:
Paracetamol | Phenylpropanolamine HCI | Chlorpheniramine Maleate

Harga:
6000 | 89500

Aturan Pemakaian:
Dikonsumsi sebelum atau sesudah makan

Jangka Waktu Penggunaan:
tidak boleh digunakan lebih dari seminggu
"
107,Neozep Forte,"
Nama Obat: Neozep Forte

Kategori Penyakit:
flu

Indikasi:
Meringankan gejala-gejala flu seperti demam, sakit kepala, pilek, hidung tersumbat, dan bersin-bersin

Dosis:
1 tablet | 12 tablet

Efek Samping:
Penggunaan Paracetamol dosis besar dan jangka panjang dapat menyebabkan kerusakan hati | Mengantuk | glaukoma | jantung berdebar | mual | muntah | mulut kering | sulit berkemih | gangguan penglihatan dan psikomotor | sulit bernapas | cemas | hipertensi | Dapat meningkatkan tekanan intraokuler pada anak

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita dengan hipertiroid

Interaksi Obat:
Paracetamol dosis tinggi dapat memperkuat efek obat Warfarin | Penggunaan bersamaan dengan obat antikejang atau obat antituberkulosis isoniazid jangka panjang dapat meningkatkan risiko kerusakan hati | Obat penghambat MAO seperti antidepresi dan anti-Parkinson dapat memperkuat efek Pseudoephedrine HCl | Penggunaan bersamaan dengan alkohol | obat tidur dan obat penenang dapat meningkatkan efek mengantuk

Komposisi:
Paracetamol | Pseudoephedrine HCI | Diphenhydramine HCI

Harga:
3000 | 71500

Aturan Pemakaian:
Obat diminum sesudah makan

Jangka Waktu Penggunaan:
Obat ini tidak disarankan untuk digunakan dalam jangka panjang
"
108,Procold Flu,"
Nama Obat: Procold Flu

Kategori Penyakit:
flu

Indikasi:
Untuk meringankan gejala - gejala flu seperti bersin bersin, hidung tersumbat, demam dan sakit kepala

Dosis:
3 kali sehari 1 kaplet | 3 kali sehari 1½ kaplet

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikornotor | takikardi | aritmia | mulut kering | retensi urin | Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati | Insomnia | gelisah | eksitasi | tremor dan aritmia ventrikel

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita dengan gangguan jantung dan diabetes mellitus | Penderita dengan gangguan fungsi hati yang berat | Penderita Hipersensitif terhadap komponen obat ini

Interaksi Obat:
Penggunaan bersama anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi | Dapat menyebabkan kantuk

Komposisi:
Paracetamol | Phenylephrine HCI | Chlorpheniramine maleat

Harga:
4500 | 99500

Aturan Pemakaian:
Dikonsumsi sebelum atau sesudah makan

Jangka Waktu Penggunaan:
Penggunaan dosis besar dam jangka panjang menyebabkan kerusakan hati
"
109,Sanaflu,"
Nama Obat: Sanaflu

Kategori Penyakit:
flu

Indikasi:
Meringankan gejala flu seperti demam, sakit kepala dan hidung tersumbat

Dosis:
1 kaplet, diminum 3 kali sehari | ½ kaplet, diminum 3 kali sehari

Efek Samping:
Efek samping yang mungkin terjadi apabila mengkonsumsi Sanaflu adalah | Dalam jangka panjang penggunaan paracetamol dapat merusak organ hati | Meningkatkan tekanan darah

Kontraindikasi:
Hindari penggunaan pada pasien dengan kondisi | Pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari sanaflu | Pasien yang memiliki riwayat penurunan fungsi hati | Pasien yang memiliki riwayat tekanan darah tinggi

Interaksi Obat:
Obat antidepresan golongan MAOI akan menyebabkan krisis hipertensi bila diberikan secara bersamaan dengan Sanaflu

Komposisi:
Paracetamol | Phenylpropanolamine HCl

Harga:
3000 | 72500

Aturan Pemakaian:
Berikan bersama makanan

Jangka Waktu Penggunaan:
pada penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut
"
110,Ultraflu,"
Nama Obat: Ultraflu

Kategori Penyakit:
flu

Indikasi:
Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin

Dosis:
 1 kaplet, 3 kali sehari

Efek Samping:
Dosis besar atau terapi jangka panjang dapat menyebabkan kerusakan hati

Kontraindikasi:
Hipersensitif terhadap parasetamol. Pasien dengan disfungsi hati dan ginjal

Interaksi Obat:
Interaksi obat dapat terjadi saat Ultraflu dikonsumsi bersama beberapa zat aktif berikut Pemberian bersama dengan kelompok obat monoamine oxidase inhibitors MAOI seperti isocarboxazid | linezolid | phenelzine | rasagiline | selegiline dapat memicu naiknya tekanan darah secara tiba-tiba

Komposisi:
paracetamol | phenylpropanolamine HCl | chlorpheniramine maleate

Harga:
3500 | 72500

Aturan Pemakaian:
Sesudah makan

Jangka Waktu Penggunaan:
Penggunaan obat dalam dosis besar dan jangka panjang dapat menyebabkan kerusakan hati
"
111,Nalgestan,"
Nama Obat: Nalgestan

Kategori Penyakit:
pilek

Indikasi:
Untuk meringankan bersin-bersin dan hidung tersumbat karena pilek

Dosis:
1 tablet 3 - 4 kali sehari

Efek Samping:
Mengantuk | gangguan pencernaan | gangguan psikomotor | takikardia | aritmia | mulut kering | palpitasi | retensi urin

Kontraindikasi:
Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO | Tidak boleh melebihi dosis yang dianjurkan | Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut | Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan | Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing | Penderita hipersensitif terhadap komponen obat ini | Penderita gangguan jantung dan diabetes mellitus

Interaksi Obat:
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi

Komposisi:
Phenylpropanolamine HCL | Chlorpheniramine Maleate

Harga:
9500 | 237000

Aturan Pemakaian:
Sebelum atau sesudah makan

Jangka Waktu Penggunaan:
tidak disarankan untuk penggunaan jangka panjang
"
